Chainage [m],Driving Speed [m/s],Driving Accl [m/s²],GyroRoll [rad/s],GyroYaw [rad/s],GyroPitch [rad/s],AcclLoad [m/s�],AcclVerti 1.9 [m/s²],AcclTrans 1.9 [m/s²],AcclHoris 1.9 [m/s²],AcclVerti 2.0 [m/s²],AcclTrans 2.0 [m/s²],AcclHoris 2.0 [m/s²],Strain Gauge Left [kg],Strain Gauge Right [kg],Temp Road [°C],Temp Air [°C],Doppler 3.080 [m/s],Doppler 1.500 [m/s],Doppler 0.900 [m/s],Doppler 0.600 [m/s],Doppler 0.450 [m/s],Doppler 0.300 [m/s],Doppler 0.215 [m/s],Doppler 0.130 [m/s],Doppler -0.200 [m/s],Doppler -0.300 [m/s],Doppler -0.450 [m/s],DeflVel 1.500 [mm/s],DeflVel 0.900 [mm/s],DeflVel 0.600 [mm/s],DeflVel 0.450 [mm/s],DeflVel 0.300 [mm/s],DeflVel 0.215 [mm/s],DeflVel 0.130 [mm/s],DeflVel -0.200 [mm/s],DeflVel -0.300 [mm/s],DeflVel -0.450 [mm/s],Slope 1.500 [µm/m],Slope 0.900 [µm/m],Slope 0.600 [µm/m],Slope 0.450 [µm/m],Slope 0.300 [µm/m],Slope 0.215 [µm/m],Slope 0.130 [µm/m],Slope -0.200 [µm/m],Slope -0.300 [µm/m],Slope -0.450 [µm/m],DoppValidity 3.080 ,DoppValidity 1.500 ,DoppValidity 0.900 ,DoppValidity 0.600 ,DoppValidity 0.450 ,DoppValidity 0.300 ,DoppValidity 0.215 ,DoppValidity 0.130 ,DoppValidity -0.200 ,DoppValidity -0.300 ,DoppValidity -0.450 ,SCI200 [µm],SCI300 [µm],SCISUB [µm],D-450 [µm],D-300 [µm],D-200 [µm],D0 [µm],D200 [µm],D300 [µm],D450 [µm],D600 [µm],D900 [µm],D1200 [µm],D1500 [µm],Goodness of fit,Latitude [dd.dddd],Longitude [dd.dddd],Height [m],DOP,Satellites
42360.0,21.7228,-0.1185,-0.002306,0.030493,-0.002011,-0.203289,-0.008487,-0.201779,0.193014,0.061083,0.273316,-0.225091,5429.5935,5260.4831,32.59,26.6,-0.04094,-0.047752,-0.054956,-0.057355,-0.049457,-0.048612,-0.050169,-0.04651,-0.059566,-0.056841,-0.054295,0.958369,2.323933,3.148528,3.141056,4.219287,3.912842,3.501289,-1.629225,-2.184744,-2.204141,44.1182,106.9814,144.9414,144.5974,194.2333,180.1263,161.1806,-75.0008,-100.5739,-101.4668,0.5141,0.4526,0.4722,0.4361,0.4915,0.4648,0.4906,0.4536,0.4713,0.525,0.5078,28.0,46.0,44.0,-179.0,-194.0,-203.0,-206.0,-178.0,-160.0,-134.0,-112.0,-76.0,-50.0,-32.0,0.99800584,55.665271778,12.303947396,26.318,1.0,8
42370.0,21.656,-0.13359,0.004129,0.023098,0.002821,-0.128809,0.097064,-0.056911,0.162525,0.108251,0.065848,-0.184082,5361.1808,5384.7895,32.56,26.63,-0.045288,-0.044449,-0.048712,-0.04952,-0.0405,-0.039679,-0.041063,-0.03701,-0.048402,-0.044746,-0.041723,0.959745,2.33829,3.295093,3.708251,4.037864,3.489988,3.074672,-2.009382,-2.106184,-2.363297,44.3178,107.9744,152.1564,171.2347,186.4551,161.156,141.9781,-92.7866,-97.2566,-109.1292,0.5128,0.4538,0.4764,0.4385,0.4968,0.472,0.484,0.4479,0.4832,0.5211,0.5049,23.0,41.0,45.0,-175.0,-192.0,-201.0,-207.0,-183.0,-166.0,-139.0,-115.0,-77.0,-50.0,-32.0,0.99873989,55.66526295,12.303788901,26.351,1.0,8
42380.0,21.6082,-0.1379,0.006967,0.008848,-0.005576,-0.036324,0.147483,0.147143,0.141083,0.191957,-0.094545,-0.158791,5348.0996,5484.3437,32.52,26.67,-0.07095,-0.083279,-0.092597,-0.09592,-0.088885,-0.089068,-0.091509,-0.08806,-0.100757,-0.097933,-0.096377,1.05189,2.394926,3.348666,3.054512,3.63989,2.745711,2.449787,-1.185853,-1.267344,-1.726486,48.6801,110.8341,154.972,141.3589,168.4495,127.068,113.373,-54.8798,-58.6511,-79.8996,0.5129,0.4578,0.4767,0.4449,0.5024,0.4745,0.481,0.4428,0.4926,0.5268,0.4965,19.0,34.0,47.0,-188.0,-200.0,-205.0,-205.0,-186.0,-171.0,-148.0,-125.0,-88.0,-60.0,-41.0,0.99404083,55.665255254,12.303630315,26.351,1.0,8
42390.0,21.5252,-0.18778,-0.00922,0.009932,0.003963,-0.181186,0.003048,0.366124,0.24792,-0.019372,-0.428525,-0.227005,5290.6201,5331.5515,32.49,26.67,-0.046628,-0.043672,-0.046734,-0.046859,-0.037877,-0.036462,-0.037645,-0.033573,-0.045823,-0.042603,-0.04016,1.259909,3.112047,4.392822,4.64496,5.397158,4.945372,4.476935,-1.890463,-2.519097,-3.512897,58.5317,144.5767,204.0779,215.7915,250.7364,229.7478,207.9855,-87.8255,-117.03,-163.1991,0.5126,0.4544,0.4757,0.4405,0.5019,0.4706,0.4806,0.4455,0.4881,0.5257,0.499,36.0,60.0,58.0,-238.0,-259.0,-270.0,-270.0,-234.0,-210.0,-175.0,-143.0,-91.0,-56.0,-33.0,0.99912513,55.665248537,12.303471546,26.327,1.0,8
42400.0,21.4442,-0.18968,0.001045,0.023268,0.003798,-0.065197,0.067012,0.004859,0.21083,0.041356,-0.057455,-0.191964,5402.6934,5372.2777,32.54,26.66,-0.063312,-0.06059,-0.063518,-0.063351,-0.053769,-0.052028,-0.053126,-0.048362,-0.064288,-0.061091,-0.058016,1.289025,3.348006,4.958199,5.865754,6.967036,6.609627,6.862223,-3.167251,-3.789593,-4.121083,60.1107,156.1265,231.2141,273.5358,324.8916,308.2246,320.0039,-147.6974,-176.7189,-192.1771,0.5099,0.4529,0.4725,0.4402,0.4975,0.4689,0.4851,0.4489,0.4776,0.5217,0.5021,54.0,86.0,60.0,-264.0,-292.0,-308.0,-316.0,-261.0,-229.0,-186.0,-148.0,-89.0,-51.0,-29.0,0.99923128,55.66524224,12.303312749,26.327,1.0,8
42410.0,21.3979,0.04099,0.007319,0.026219,-0.005981,-0.273431,-0.038046,-0.072345,0.116375,0.019699,0.102054,-0.175425,5306.2381,5370.5495,32.55,26.66,-0.023627,-0.036657,-0.045813,-0.048597,-0.04074,-0.040331,-0.042208,-0.038848,-0.05639,-0.054229,-0.052848,0.998917,2.679479,4.264226,4.927883,6.161576,5.853091,5.539915,-2.890691,-3.566844,-4.121395,46.683,125.2217,199.2827,230.2978,287.9527,273.5361,258.9002,-135.0924,-166.6915,-192.6077,0.517,0.4536,0.4758,0.4405,0.4944,0.4682,0.4879,0.4525,0.4724,0.524,0.5063,44.0,72.0,48.0,-215.0,-242.0,-258.0,-263.0,-219.0,-191.0,-152.0,-119.0,-71.0,-41.0,-23.0,0.99940132,55.665236497,12.30315399,26.301,1.0,8
42420.0,21.4055,-0.02844,-0.003204,0.022361,0.012979,0.065916,0.304743,0.121437,-0.025645,0.324789,-0.058207,0.044246,5458.6855,5447.3908,32.38,26.66,-0.034615,-0.017585,-0.01498,-0.01196,-0.001264,0.001938,0.001551,0.006662,-0.005691,-0.001266,0.003028,1.107846,3.17607,4.876951,5.533602,6.715649,6.2863,6.110671,-3.387825,-3.697954,-4.185196,51.7552,148.3763,227.8363,258.513,313.7347,293.6768,285.4719,-158.2688,-172.7571,-195.5196,0.5058,0.4569,0.4767,0.4395,0.4975,0.4723,0.4851,0.4487,0.4824,0.521,0.501,47.0,77.0,55.0,-234.0,-262.0,-279.0,-293.0,-246.0,-215.0,-173.0,-136.0,-79.0,-45.0,-25.0,0.9993396,55.665231709,12.302995268,26.301,1.0,8
42430.0,21.4185,0.09828,-0.011007,0.02352,-0.015597,-0.189526,-0.034839,-0.076525,-0.038374,0.010917,0.122307,-0.021893,5498.8155,5306.3891,33.04,26.65,-0.033025,-0.061258,-0.076582,-0.083259,-0.077262,-0.079181,-0.081995,-0.079687,-0.095795,-0.094465,-0.094416,1.005168,2.309621,2.89406,3.135227,3.485786,3.059617,2.508335,-1.307971,-1.856378,-2.302608,46.9298,107.8329,135.1195,146.3792,162.7463,142.8491,117.1105,-61.0673,-86.6716,-107.5054,0.4972,0.4342,0.4594,0.423,0.4776,0.4477,0.4752,0.4399,0.4572,0.5068,0.4941,20.0,35.0,44.0,-169.0,-184.0,-192.0,-194.0,-173.0,-159.0,-135.0,-114.0,-77.0,-51.0,-33.0,0.99937342,55.665227905,12.302836279,26.221,1.0,8
42440.0,21.4723,0.02201,-0.011197,0.019711,-0.001752,-0.005404,0.191271,0.057239,0.059773,0.153095,-0.112876,-0.027208,5573.8114,5386.0692,33.03,26.64,-0.014169,-0.020962,-0.028299,-0.030949,-0.023222,-0.022919,-0.025087,-0.021683,-0.030876,-0.027654,-0.025767,0.56869,1.578665,2.048214,1.923879,2.422746,1.468952,0.8283,-0.618195,-0.665738,-1.354991,26.4848,73.5209,95.3885,89.5981,112.8311,68.4114,38.5752,-28.7903,-31.0045,-63.104,0.493,0.4346,0.4537,0.4176,0.4818,0.4536,0.4625,0.4264,0.4594,0.5048,0.483,10.0,18.0,30.0,-110.0,-117.0,-121.0,-121.0,-111.0,-103.0,-89.0,-75.0,-50.0,-32.0,-20.0,0.97992201,55.665225039,12.302677092,26.221,1.0,8
42450.0,21.4762,0.08202,-0.000296,0.020393,0.005396,-0.31247,-0.134691,-0.10126,0.035642,-0.10838,0.088774,-0.051769,5379.0173,5326.7198,33.11,26.63,-0.016664,-0.011976,-0.015104,-0.015837,-0.00696,-0.005897,-0.006955,-0.002508,-0.009523,-0.005913,-0.002597,0.742636,1.654024,1.891405,1.842461,2.026719,1.576595,1.369989,-0.252306,-0.625983,-0.956547,34.5794,77.0165,88.0697,85.7908,94.3704,73.4112,63.791,-11.7482,-29.1477,-44.5398,0.4954,0.4332,0.4505,0.4172,0.4725,0.4449,0.4709,0.4345,0.4469,0.5016,0.4944,11.0,20.0,33.0,-124.0,-130.0,-132.0,-130.0,-118.0,-110.0,-97.0,-83.0,-59.0,-40.0,-26.0,0.99720078,55.665223027,12.302517849,26.193,1.0,8
42460.0,21.5176,0.06216,-0.00608,0.012464,0.002762,-0.007062,0.192314,0.068745,-0.007986,0.185617,-0.119738,0.008908,5524.4428,5501.0366,33.22,26.63,-0.036783,-0.036417,-0.040964,-0.042516,-0.034032,-0.033467,-0.034919,-0.030836,-0.038783,-0.034828,-0.031821,0.61727,1.692902,1.903231,1.840549,1.923984,1.305801,0.952006,-0.714741,-0.483659,-0.729815,28.6867,78.6751,88.4498,85.5368,89.4143,60.6851,44.243,-33.2165,-22.4773,-33.9171,0.4915,0.4313,0.4547,0.4151,0.478,0.4497,0.4651,0.4266,0.4602,0.5047,0.4847,9.0,16.0,31.0,-126.0,-131.0,-134.0,-133.0,-124.0,-116.0,-104.0,-91.0,-67.0,-49.0,-36.0,0.98267927,55.665221834,12.302358563,26.193,1.0,8
42470.0,21.5408,0.06023,-0.004408,0.006587,0.003162,-0.247036,-0.06841,0.186078,0.041367,-0.06473,-0.16044,-0.04205,5403.2353,5405.7564,33.4,26.63,-0.02745,-0.026476,-0.030847,-0.03213,-0.023864,-0.022784,-0.024055,-0.019861,-0.027966,-0.024482,-0.021105,0.639621,1.676075,2.046079,1.700082,2.241214,1.773477,1.494314,-0.447879,-0.730126,-0.66638,29.6934,77.8093,94.9862,78.9238,104.045,82.331,69.3713,-20.7921,-33.895,-30.9357,0.4934,0.4321,0.4485,0.4112,0.4753,0.4429,0.4658,0.4277,0.449,0.5029,0.486,13.0,22.0,32.0,-128.0,-133.0,-135.0,-134.0,-121.0,-112.0,-98.0,-85.0,-61.0,-43.0,-29.0,0.98786717,55.665221398,12.302199305,26.194,1.0,8
42480.0,21.5647,0.04585,-0.002909,0.003636,0.00038,-0.232317,0.00319,0.272145,0.09105,0.079552,-0.18835,-0.130057,5359.7394,5454.0993,33.41,26.62,-0.03599,-0.039305,-0.045484,-0.047509,-0.0393,-0.038969,-0.040259,-0.03656,-0.04603,-0.042695,-0.040074,0.775319,1.704275,2.177142,2.185729,2.3968,2.147385,1.605367,-0.775931,-0.934667,-1.214925,35.9531,79.0306,100.9584,101.3566,111.1444,99.5785,74.4441,-35.9815,-43.3424,-56.3385,0.4864,0.4257,0.4449,0.4102,0.4697,0.4428,0.4614,0.4238,0.4516,0.5005,0.4811,14.0,24.0,34.0,-132.0,-140.0,-144.0,-144.0,-130.0,-120.0,-104.0,-89.0,-63.0,-43.0,-29.0,0.99819672,55.665221762,12.302039907,26.194,1.0,8
42490.0,21.5651,-0.07201,-0.006549,0.001642,0.001093,0.003036,0.178412,0.270478,0.136881,0.182,-0.249078,-0.127718,5469.7386,5526.3092,33.47,26.61,-0.045879,-0.048098,-0.054056,-0.055915,-0.047585,-0.047091,-0.048678,-0.044747,-0.052993,-0.049424,-0.04702,0.731982,1.45523,1.878434,1.900053,2.165254,1.557543,1.186185,-0.211444,-0.207717,-0.814694,33.9429,67.4807,87.1052,88.1077,100.4054,72.2251,55.0048,-9.8049,-9.6321,-37.7783,0.4897,0.4273,0.4433,0.4058,0.4694,0.4408,0.4564,0.4185,0.4535,0.4974,0.4787,11.0,19.0,30.0,-120.0,-125.0,-126.0,-123.0,-112.0,-104.0,-90.0,-77.0,-53.0,-35.0,-23.0,0.98911262,55.665222325,12.30188051,26.194,1.0,8
42500.0,21.524,-0.08348,-0.009071,-0.000865,0.002789,-0.193048,-0.001361,0.317706,0.18569,0.011845,-0.338455,-0.202219,5421.7578,5406.4626,33.52,26.62,-0.033361,-0.032873,-0.037531,-0.038545,-0.029881,-0.028745,-0.03014,-0.026122,-0.035552,-0.032089,-0.029197,0.694337,1.653264,2.396566,2.50715,3.156088,2.591428,2.168565,-0.991691,-1.258667,-1.628266,32.2587,76.8101,111.3437,116.4814,146.6308,120.3969,100.7508,-46.0736,-58.4772,-75.6487,0.4885,0.4235,0.4476,0.4086,0.4678,0.4382,0.4608,0.4191,0.4468,0.4996,0.479,18.0,31.0,31.0,-129.0,-140.0,-145.0,-146.0,-129.0,-116.0,-96.0,-78.0,-50.0,-32.0,-20.0,0.99724327,55.665222953,12.301721298,26.079,1.0,8
42510.0,21.4919,-0.07195,-0.007564,-0.002456,-0.002735,-0.115319,0.050461,0.304393,0.213656,0.041886,-0.337971,-0.205485,5479.1432,5434.1645,33.51,26.63,-0.040476,-0.048671,-0.056568,-0.059399,-0.0516,-0.051451,-0.053289,-0.050008,-0.060379,-0.057282,-0.055327,0.667753,1.652581,2.217149,2.298193,2.783139,2.241855,1.555851,-0.739837,-0.815731,-1.290342,31.0699,76.893,103.1619,106.9328,129.4969,104.3114,72.3923,-34.4239,-37.9552,-60.0384,0.4916,0.4242,0.4452,0.4126,0.4646,0.4387,0.4623,0.422,0.4451,0.499,0.481,14.0,25.0,30.0,-128.0,-136.0,-140.0,-139.0,-125.0,-114.0,-97.0,-80.0,-54.0,-35.0,-23.0,0.99375081,55.665223585,12.301562083,26.079,1.0,8
42520.0,21.4481,-0.10711,-0.007587,-0.002075,0.005586,-0.133508,0.069623,0.252478,0.170959,0.10315,-0.227595,-0.183827,5457.844,5433.8975,33.48,26.64,-0.036397,-0.031496,-0.034272,-0.034521,-0.025308,-0.023997,-0.025013,-0.020702,-0.029381,-0.025336,-0.022096,0.601806,1.699907,2.345263,2.60924,3.0092,2.580539,2.225399,-1.137252,-1.09053,-1.521486,28.0587,79.2569,109.3461,121.6538,140.3017,120.3156,103.7576,-53.0235,-50.8451,-70.9381,0.4876,0.4266,0.4496,0.4131,0.4699,0.4437,0.4644,0.4264,0.4516,0.5035,0.4829,18.0,31.0,31.0,-130.0,-140.0,-146.0,-147.0,-129.0,-116.0,-97.0,-79.0,-52.0,-33.0,-20.0,0.99736441,55.66522411,12.301402788,25.94,1.0,8
42530.0,21.4097,-0.03502,-0.006122,0.00187,0.002272,-0.260613,-0.081022,0.172831,0.229963,-0.110231,-0.226859,-0.235328,5415.447,5378.7756,33.46,26.65,-0.020712,-0.021225,-0.026232,-0.027789,-0.019565,-0.018994,-0.020254,-0.016175,-0.023734,-0.020184,-0.017292,0.434921,1.299885,1.635631,1.42492,1.584585,1.19308,0.896857,-0.261119,-0.370898,-0.647154,20.3142,60.7148,76.3968,66.5549,74.0126,55.7262,41.8903,-12.1963,-17.3238,-30.2272,0.4913,0.4278,0.452,0.4129,0.4697,0.4409,0.4682,0.4298,0.4417,0.502,0.4922,8.0,15.0,24.0,-94.0,-98.0,-99.0,-98.0,-89.0,-83.0,-72.0,-62.0,-42.0,-28.0,-18.0,0.99190983,55.66522453,12.301243551,25.94,1.0,8
42540.0,21.4133,0.03626,0.001963,0.004026,0.002066,-0.083231,0.116258,0.090655,0.064706,0.183688,-0.019026,-0.092752,5440.5552,5486.7244,33.47,26.65,-0.043893,-0.044769,-0.049866,-0.051382,-0.043201,-0.042799,-0.044086,-0.040005,-0.047554,-0.043702,-0.040952,0.399261,1.300866,1.741857,1.518966,1.542892,1.143022,0.866925,-0.208445,0.005336,-0.379529,18.6455,60.7504,81.3447,70.9357,72.0531,53.3792,40.4854,-9.7344,0.2492,-17.724,0.4985,0.4357,0.4576,0.4245,0.4816,0.4529,0.4701,0.4311,0.4614,0.5108,0.4851,9.0,15.0,25.0,-102.0,-105.0,-105.0,-102.0,-93.0,-87.0,-76.0,-66.0,-46.0,-31.0,-21.0,0.9768397,55.66522492,12.301084359,25.819,1.0,8
