Chainage [m],Driving Speed [m/s],Driving Accl [m/s²],GyroRoll [rad/s],GyroYaw [rad/s],GyroPitch [rad/s],AcclLoad [m/s�],AcclVerti 1.9 [m/s²],AcclTrans 1.9 [m/s²],AcclHoris 1.9 [m/s²],AcclVerti 2.0 [m/s²],AcclTrans 2.0 [m/s²],AcclHoris 2.0 [m/s²],Strain Gauge Left [kg],Strain Gauge Right [kg],Temp Road [°C],Temp Air [°C],Doppler 3.080 [m/s],Doppler 1.500 [m/s],Doppler 0.900 [m/s],Doppler 0.600 [m/s],Doppler 0.450 [m/s],Doppler 0.300 [m/s],Doppler 0.215 [m/s],Doppler 0.130 [m/s],Doppler -0.200 [m/s],Doppler -0.300 [m/s],Doppler -0.450 [m/s],DeflVel 1.500 [mm/s],DeflVel 0.900 [mm/s],DeflVel 0.600 [mm/s],DeflVel 0.450 [mm/s],DeflVel 0.300 [mm/s],DeflVel 0.215 [mm/s],DeflVel 0.130 [mm/s],DeflVel -0.200 [mm/s],DeflVel -0.300 [mm/s],DeflVel -0.450 [mm/s],Slope 1.500 [µm/m],Slope 0.900 [µm/m],Slope 0.600 [µm/m],Slope 0.450 [µm/m],Slope 0.300 [µm/m],Slope 0.215 [µm/m],Slope 0.130 [µm/m],Slope -0.200 [µm/m],Slope -0.300 [µm/m],Slope -0.450 [µm/m],DoppValidity 3.080 ,DoppValidity 1.500 ,DoppValidity 0.900 ,DoppValidity 0.600 ,DoppValidity 0.450 ,DoppValidity 0.300 ,DoppValidity 0.215 ,DoppValidity 0.130 ,DoppValidity -0.200 ,DoppValidity -0.300 ,DoppValidity -0.450 ,SCI200 [µm],SCI300 [µm],SCISUB [µm],D-450 [µm],D-300 [µm],D-200 [µm],D0 [µm],D200 [µm],D300 [µm],D450 [µm],D600 [µm],D900 [µm],D1200 [µm],D1500 [µm],Goodness of fit,Latitude [dd.dddd],Longitude [dd.dddd],Height [m],DOP,Satellites
42470.0,21.7215,-0.01501,-0.001596,0.019789,0.000951,-0.037359,0.113749,0.076878,0.018836,0.067352,-0.135532,0.000516,5508.7486,5374.1253,34.01,26.5,-0.04132,-0.043254,-0.048915,-0.050802,-0.042059,-0.041373,-0.042604,-0.03868,-0.050449,-0.046837,-0.044135,1.226904,2.377156,2.826885,3.218461,3.691258,3.456968,3.05593,-1.780478,-1.749647,-2.066025,56.4834,109.4379,130.1421,148.1693,169.9356,159.1494,140.6868,-81.9684,-80.549,-95.1142,0.5217,0.4732,0.4963,0.4799,0.4859,0.4865,0.4943,0.4633,0.454,0.5226,0.5034,24.0,40.0,48.0,-182.0,-196.0,-204.0,-210.0,-187.0,-170.0,-147.0,-126.0,-89.0,-61.0,-41.0,0.99911654,55.665268308,12.303850189,26.168,1.0,8
42480.0,21.7378,0.06345,-0.001182,0.023809,-0.003586,-0.207427,0.004348,-0.027403,0.044483,0.042366,0.053811,-0.061695,5360.7921,5357.7772,33.95,26.52,-0.037768,-0.046719,-0.055131,-0.058493,-0.050787,-0.0513,-0.052867,-0.04953,-0.060673,-0.057542,-0.055695,1.414525,2.556479,2.895283,2.922341,2.874776,2.689158,2.081544,-0.637976,-0.642101,-1.142518,65.0722,117.6053,133.1913,134.436,132.2479,123.7089,95.7569,-29.3487,-29.5385,-52.5591,0.5254,0.4706,0.4972,0.4783,0.4825,0.4846,0.4934,0.4661,0.4536,0.5201,0.5041,18.0,31.0,55.0,-212.0,-219.0,-222.0,-219.0,-201.0,-188.0,-168.0,-148.0,-111.0,-80.0,-57.0,0.99745801,55.665260002,12.303691331,26.219,1.0,8
42490.0,21.7435,0.00227,-0.0005,0.023786,0.002107,-0.057327,0.148437,-0.025822,-0.014941,0.116794,-0.022707,0.007502,5480.9269,5386.3092,33.78,26.54,-0.043642,-0.043741,-0.048422,-0.049736,-0.040894,-0.04039,-0.041566,-0.037849,-0.048794,-0.045095,-0.042748,1.295096,2.76324,3.450296,3.762585,3.883247,3.606702,2.898383,-1.487281,-1.489368,-2.338097,59.5624,127.0834,158.6816,173.044,178.5933,165.8748,133.2987,-68.4011,-68.4971,-107.5308,0.5222,0.4753,0.4981,0.48,0.487,0.4847,0.4923,0.4628,0.4605,0.5212,0.5024,24.0,41.0,55.0,-207.0,-221.0,-228.0,-230.0,-206.0,-189.0,-163.0,-138.0,-95.0,-62.0,-40.0,0.99839873,55.66525258,12.303532334,26.219,1.0,8
42500.0,21.7594,0.02209,8.6e-05,0.024172,-0.002094,-0.156195,0.034422,-0.090783,0.024384,0.156527,0.317327,-0.055044,5453.5259,5315.8408,33.93,26.53,-0.048268,-0.054882,-0.061706,-0.064088,-0.05582,-0.05543,-0.057097,-0.053721,-0.067502,-0.064776,-0.062775,1.432707,3.282992,4.167962,4.532672,5.173101,4.767604,4.074122,-1.740922,-2.293705,-2.852537,65.8431,150.8768,191.5474,208.3085,237.7408,219.1053,187.2348,-80.0078,-105.412,-131.0944,0.5224,0.4725,0.4956,0.4771,0.483,0.4806,0.4929,0.4612,0.4523,0.5217,0.5,33.0,55.0,62.0,-248.0,-266.0,-275.0,-277.0,-245.0,-222.0,-189.0,-158.0,-107.0,-70.0,-45.0,0.99946446,55.665246121,12.303372989,26.234,1.0,8
42510.0,21.7586,0.04336,0.007759,0.023006,0.003797,-0.232846,-0.011276,-0.036462,0.096051,-0.016255,-0.01901,-0.104075,5277.2088,5384.1648,34.0,26.51,-0.043149,-0.040665,-0.043769,-0.043911,-0.034397,-0.03266,-0.033692,-0.029666,-0.043804,-0.040462,-0.037675,1.248545,3.283615,4.643004,5.371705,6.476803,6.205774,5.663505,-2.44917,-2.972153,-3.625904,57.3817,150.9112,213.3871,246.8774,297.6664,285.2102,260.2882,-112.561,-136.5968,-166.6424,0.5214,0.4786,0.4954,0.4818,0.4903,0.4884,0.4918,0.4611,0.4601,0.52,0.4972,45.0,74.0,58.0,-256.0,-279.0,-292.0,-295.0,-250.0,-221.0,-180.0,-145.0,-91.0,-55.0,-33.0,0.99948041,55.66524065,12.303213635,26.234,1.0,8
42520.0,21.783,-0.03773,0.006264,0.016258,-0.003331,0.132259,0.257756,0.107938,-0.030711,0.206099,-0.147204,0.054236,5481.0029,5486.5173,33.75,26.53,-0.072986,-0.081784,-0.088988,-0.090969,-0.082169,-0.081842,-0.083299,-0.079676,-0.097764,-0.095063,-0.09353,1.249693,3.483232,5.15024,6.229242,6.995863,6.90845,6.565699,-3.130315,-3.585705,-4.424353,57.37,159.9057,236.4335,285.9675,321.161,317.1481,301.4134,-143.7043,-164.61,-203.11,0.5224,0.4719,0.4973,0.4816,0.488,0.4841,0.4889,0.4603,0.4656,0.5209,0.4954,51.0,83.0,58.0,-257.0,-285.0,-300.0,-311.0,-260.0,-228.0,-183.0,-143.0,-83.0,-46.0,-25.0,0.99970667,55.665236171,12.30305425,26.223,1.0,8
42530.0,21.7575,-0.03193,-0.012383,0.014704,0.001057,-0.60876,-0.345004,0.214818,0.178819,-0.323117,-0.28476,-0.22179,5216.3118,5158.3151,34.08,26.55,0.01832,0.016786,0.011343,0.009854,0.018571,0.019025,0.017907,0.021721,0.009877,0.012888,0.015347,1.548212,2.911856,3.754721,4.102435,4.338455,4.215299,3.694769,-1.218125,-1.797923,-2.36897,71.1576,133.8322,172.5713,188.5526,199.4004,193.74,169.8158,-55.9864,-82.6346,-108.8806,0.5112,0.4612,0.4878,0.4694,0.4729,0.4724,0.4882,0.4619,0.4307,0.5119,0.5049,30.0,49.0,60.0,-242.0,-256.0,-264.0,-262.0,-232.0,-213.0,-183.0,-156.0,-110.0,-75.0,-50.0,0.99990113,55.66523255,12.302895008,26.223,1.0,8
42540.0,21.7692,0.05699,-0.009128,0.008971,-0.006237,0.285323,0.49881,0.237403,0.035301,0.522208,-0.216416,-0.040625,5664.7942,5533.0005,34.6,26.54,-0.04615,-0.059791,-0.069972,-0.073766,-0.066439,-0.067216,-0.069229,-0.066132,-0.078843,-0.076072,-0.074899,0.935433,1.928079,2.64793,2.691327,2.785851,2.386095,1.76292,-1.618508,-1.715731,-2.485287,42.9706,88.5693,121.6368,123.6303,127.9724,109.609,80.9825,-74.3487,-78.8148,-114.1656,0.5038,0.4519,0.4792,0.4641,0.4699,0.4756,0.4676,0.4358,0.4541,0.5036,0.4722,14.0,25.0,38.0,-129.0,-144.0,-152.0,-158.0,-144.0,-132.0,-113.0,-95.0,-62.0,-39.0,-24.0,0.9980403,55.665229557,12.302735738,26.2,1.0,8
42550.0,21.7516,-0.04785,-0.007796,0.011558,0.007761,-0.107545,0.037651,0.173721,0.090319,0.096865,-0.076781,-0.08331,5421.4607,5416.2305,34.48,26.52,-0.02753,-0.019081,-0.020987,-0.021072,-0.011856,-0.010493,-0.011333,-0.006825,-0.013054,-0.008878,-0.004938,0.886532,1.727562,1.944293,1.77721,1.907179,1.487526,1.086171,-0.445141,-0.537153,-0.64046,40.7571,79.4223,89.3862,81.7048,87.6799,68.387,49.9352,-20.4647,-24.6948,-29.4443,0.5051,0.4527,0.4821,0.4599,0.4649,0.4629,0.4756,0.4465,0.4261,0.4992,0.4825,10.0,17.0,34.0,-138.0,-143.0,-145.0,-143.0,-134.0,-126.0,-113.0,-100.0,-75.0,-56.0,-42.0,0.99272525,55.66522711,12.302576612,26.2,1.0,8
42560.0,21.7514,0.01022,-0.001171,0.011533,-0.002323,-0.121857,0.095735,0.168248,0.038706,0.082744,-0.143162,-0.044239,5420.1731,5437.7643,34.57,26.51,-0.042236,-0.049629,-0.057617,-0.060875,-0.053078,-0.053208,-0.054551,-0.051276,-0.060963,-0.0579,-0.055381,0.976207,1.76899,1.830433,1.753227,1.899571,1.832555,1.05374,-0.614346,-0.811387,-0.826103,44.8802,81.3277,84.1525,80.603,87.3311,84.25,48.4447,-28.244,-37.3028,-37.9793,0.5067,0.4532,0.4753,0.4582,0.4598,0.4627,0.4759,0.4458,0.4272,0.5003,0.4853,11.0,19.0,37.0,-141.0,-147.0,-150.0,-150.0,-140.0,-132.0,-119.0,-106.0,-83.0,-62.0,-45.0,0.99192746,55.66522504,12.302417368,26.115,1.1,7
42570.0,21.7465,-0.01416,-0.009831,0.011101,0.004977,-0.252791,-0.081069,0.128713,0.099223,-0.075888,-0.149855,-0.097338,5446.7751,5318.3945,34.6,26.5,-0.015107,-0.011059,-0.01471,-0.01581,-0.007153,-0.006682,-0.007205,-0.002848,-0.009507,-0.005699,-0.002279,0.875911,1.610012,1.634574,1.322907,0.97477,1.105362,0.789344,-0.260928,-0.441711,-0.648427,40.2782,74.0353,75.1648,60.8329,44.8241,50.8293,36.2974,-11.9986,-20.3118,-29.8175,0.506,0.456,0.4801,0.462,0.4632,0.4613,0.4784,0.4536,0.4218,0.5022,0.4906,6.0,11.0,34.0,-121.0,-125.0,-127.0,-126.0,-119.0,-114.0,-105.0,-95.0,-74.0,-55.0,-40.0,0.99118681,55.665223324,12.30225813,26.115,1.1,7
42580.0,21.7529,0.02921,-0.003463,0.012178,0.003885,-0.205844,-0.011525,0.088285,0.083054,0.006106,-0.095104,-0.107913,5427.9232,5368.0737,34.53,26.51,-0.03382,-0.031437,-0.035639,-0.036788,-0.028014,-0.027458,-0.028287,-0.024175,-0.032226,-0.028421,-0.025253,0.907507,1.749159,2.056032,2.02579,1.928671,1.849209,1.381413,-0.689292,-0.761733,-1.052099,41.719,80.4105,94.5178,93.1275,88.6629,85.0099,63.5049,-31.6874,-35.0176,-48.366,0.5033,0.4517,0.4781,0.4631,0.4641,0.4643,0.4775,0.4489,0.4292,0.5041,0.4902,12.0,20.0,37.0,-135.0,-141.0,-145.0,-145.0,-133.0,-125.0,-111.0,-97.0,-71.0,-50.0,-34.0,0.99803435,55.665222056,12.302098879,26.115,1.1,7
42590.0,21.7705,0.01728,-0.00179,0.011239,-0.002898,-0.044569,0.134455,0.090507,0.086404,0.098104,-0.141761,-0.067673,5485.1696,5453.1455,34.38,26.55,-0.055838,-0.063978,-0.072415,-0.075943,-0.068353,-0.068766,-0.070389,-0.066824,-0.075861,-0.072738,-0.070473,1.074811,1.760368,1.728479,1.52683,1.48119,1.185722,0.746144,-0.060485,-0.136935,-0.312009,49.37,80.8602,79.3954,70.1329,68.0365,54.4646,34.2731,-2.7783,-6.2899,-14.3317,0.5042,0.449,0.4791,0.4614,0.4686,0.4705,0.4758,0.4429,0.435,0.5041,0.484,8.0,14.0,38.0,-150.0,-153.0,-153.0,-150.0,-142.0,-136.0,-126.0,-114.0,-91.0,-70.0,-53.0,0.98919567,55.665221324,12.301939652,26.111,1.1,7
42600.0,21.7704,-0.00267,-0.009511,0.010497,0.001944,-0.201214,0.005938,0.108091,0.103484,0.010762,-0.121616,-0.110909,5487.2848,5351.5706,34.32,26.56,-0.029934,-0.030657,-0.035921,-0.037522,-0.028967,-0.028605,-0.029678,-0.025676,-0.034603,-0.031019,-0.028306,0.849966,1.7964,2.236568,2.27352,2.27499,2.117478,1.702766,-0.592489,-0.69287,-1.146418,39.0422,82.5156,102.7342,104.4316,104.4991,97.264,78.2147,-27.2153,-31.8262,-52.6594,0.5002,0.4479,0.4767,0.4612,0.4666,0.4624,0.4759,0.4444,0.4299,0.5032,0.487,14.0,24.0,36.0,-139.0,-146.0,-149.0,-148.0,-134.0,-124.0,-108.0,-93.0,-65.0,-44.0,-29.0,0.99877693,55.665221097,12.30178044,26.111,1.1,7
42610.0,21.7731,0.02234,-0.008502,0.010514,-0.000247,-0.178401,0.039445,0.034169,0.128413,0.098623,0.014382,-0.157494,5506.683,5344.3949,34.42,26.5,-0.037575,-0.041849,-0.048519,-0.050807,-0.042522,-0.042358,-0.043745,-0.039823,-0.049347,-0.04619,-0.043499,0.780538,1.63401,2.04314,2.136204,2.26751,1.981848,1.672525,-0.496481,-0.80677,-0.954053,35.8488,75.0473,93.8379,98.1122,104.1429,91.0229,76.8162,-22.8025,-37.0536,-43.818,0.5045,0.4467,0.475,0.4595,0.4617,0.4636,0.475,0.4439,0.4311,0.5006,0.4862,14.0,23.0,33.0,-131.0,-137.0,-140.0,-139.0,-126.0,-116.0,-101.0,-86.0,-62.0,-43.0,-29.0,0.99932571,55.665221266,12.301621235,26.011,1.4,6
42620.0,21.7746,-0.01656,-0.007476,0.009281,0.00304,-0.04187,0.150865,0.01915,0.086682,0.179472,0.069899,-0.090227,5537.8566,5422.8937,34.48,26.46,-0.044464,-0.043538,-0.048187,-0.049491,-0.040821,-0.03998,-0.041073,-0.036912,-0.045514,-0.041834,-0.038426,0.800786,1.705596,2.114129,2.098389,2.413136,2.142664,1.792444,-0.541283,-0.658097,-0.582454,36.7762,78.3297,97.0916,96.3688,110.8236,98.4021,82.3182,-24.8585,-30.2232,-26.7493,0.5001,0.4528,0.4749,0.4617,0.4635,0.4611,0.4704,0.4427,0.4346,0.5012,0.4815,15.0,26.0,34.0,-145.0,-150.0,-152.0,-151.0,-136.0,-125.0,-110.0,-95.0,-71.0,-51.0,-37.0,0.99579625,55.665221845,12.301461968,26.011,1.4,6
42630.0,21.7729,0.02955,-0.008485,0.005245,0.005003,-0.248409,-0.089396,0.034877,0.143348,-0.113465,-0.123791,-0.135477,5420.4787,5327.5168,34.49,26.46,-0.02225,-0.018315,-0.021705,-0.022408,-0.013382,-0.012285,-0.013192,-0.008783,-0.016731,-0.012973,-0.009955,0.708811,1.698253,2.118371,2.165667,2.442179,2.18964,1.920426,-0.408758,-0.643517,-1.253437,32.5548,77.9986,97.2942,99.4664,112.1662,100.5674,88.2028,-18.7737,-29.556,-57.5688,0.5017,0.4489,0.4751,0.4585,0.4584,0.4568,0.472,0.439,0.4183,0.4966,0.4834,16.0,26.0,31.0,-128.0,-135.0,-138.0,-135.0,-120.0,-109.0,-93.0,-78.0,-52.0,-33.0,-20.0,0.99823024,55.665223058,12.301302644,25.871,1.1,7
42640.0,21.7906,0.00747,0.003457,-0.000554,-0.000916,-0.097718,0.080358,0.133069,0.129688,0.099211,-0.127188,-0.139429,5430.4605,5476.5773,34.69,26.48,-0.048328,-0.053898,-0.0612,-0.063765,-0.055748,-0.055695,-0.057311,-0.053549,-0.062075,-0.058319,-0.056196,0.563267,1.200131,1.539478,1.459741,1.580918,1.1248,0.709571,-0.233449,0.119728,-0.497228,25.8491,55.0755,70.6486,66.9894,72.5504,51.6185,32.5631,-10.7133,5.4945,-22.8184,0.5037,0.4526,0.4771,0.4616,0.4648,0.467,0.4711,0.4424,0.4336,0.5012,0.4807,8.0,14.0,25.0,-99.0,-102.0,-102.0,-100.0,-92.0,-86.0,-76.0,-66.0,-47.0,-33.0,-23.0,0.96904108,55.665224737,12.301143207,25.871,1.1,7
42650.0,21.7901,0.01749,-0.000926,-0.005188,0.000579,-0.221044,0.009666,0.279094,0.173514,0.032391,-0.268821,-0.190304,5345.1523,5452.6346,34.63,26.52,-0.035672,-0.038429,-0.044891,-0.047111,-0.038836,-0.038827,-0.040199,-0.036311,-0.044557,-0.040795,-0.037762,1.021087,1.604917,1.842611,1.798508,1.653924,1.316122,0.90088,-0.251686,-0.039514,0.030664,46.8601,73.6534,84.5617,82.5377,75.9024,60.3999,41.3435,-11.5505,-1.8134,1.4072,0.5013,0.4562,0.4809,0.4646,0.4676,0.4669,0.4733,0.4402,0.4396,0.503,0.4865,10.0,16.0,35.0,-144.0,-145.0,-145.0,-141.0,-132.0,-125.0,-114.0,-102.0,-78.0,-58.0,-43.0,0.96847939,55.665226706,12.300983816,25.65,1.4,6
